channel,sysMode,timestamp
"[{u'importedEnergyWs': u'12284520384', u'exportedEnergyWs': u'2523407168', u'deviceType': u'INVERTER', u'realPowerW': 675, u'channelType': u'NET', u'aggregateLevel': u'AGGREGATED'}, {u'realPowerW': 0, u'channelType': u'GENERATION', u'exportedEnergyWs': u'6478045200', u'deviceType': u'SOLAR', u'aggregateLevel': u'AGGREGATED'}, {u'realPowerW': 631, u'channelType': u'CONSUMPTION', u'deviceType': u'INVERTER', u'importedEnergyWs': u'15014496496', u'aggregateLevel': u'AGGREGATED'}, {u'SoC': 80.3, u'importedEnergyWs': u'1275649280', u'exportedEnergyWs': u'1105077088', u'deviceType': u'BATTERY', u'realPowerW': 0, u'channelType': u'SUBMETER', u'aggregateLevel': u'AGGREGATED'}]",SELF_SUPPLY,1581472800.0
