SoC,averageEnergyCost,averageSoC,batteryCost,batteryCost_CRITICAL_PEAK,batteryCost_NOT_TOU,batteryCost_OFF_PEAK,batteryCost_ON_PEAK,batteryCost_PARTIAL_PEAK,batteryEnergy,batteryEnergy_CRITICAL_PEAK,batteryEnergy_NOT_TOU,batteryEnergy_OFF_PEAK,batteryEnergy_ON_PEAK,batteryEnergy_PARTIAL_PEAK,batteryPower,batteryPower_CRITICAL_PEAK,batteryPower_NOT_TOU,batteryPower_OFF_PEAK,batteryPower_ON_PEAK,batteryPower_PARTIAL_PEAK,batteryTouCumulativeCost,consumption.energy.fromBattery_kWh,consumption.energy.fromGrid_kWh,consumption.energy.fromSolar_kWh,consumption.power.fromBattery_kW,consumption.power.fromGrid_kW,consumption.power.fromSolar_kW,consumptionCost,consumptionCost_CRITICAL_PEAK,consumptionCost_NOT_TOU,consumptionCost_OFF_PEAK,consumptionCost_ON_PEAK,consumptionCost_PARTIAL_PEAK,consumptionEnergy,consumptionEnergy_CRITICAL_PEAK,consumptionEnergy_NOT_TOU,consumptionEnergy_OFF_PEAK,consumptionEnergy_ON_PEAK,consumptionEnergy_PARTIAL_PEAK,consumptionPower,consumptionPower_CRITICAL_PEAK,consumptionPower_NOT_TOU,consumptionPower_OFF_PEAK,consumptionPower_ON_PEAK,consumptionPower_PARTIAL_PEAK,consumptionTouCumulativeCost,cumulativeDailyCost,cumulativeDailySavings,currentBatteryEnergy,currentBatteryPower,currentConsumptionEnergy,currentConsumptionPower,currentGenerationEnergy,currentGenerationPower,currentNetEnergy,currentNetPower,efficiencyInOut,end,generationCost,generationCost_CRITICAL_PEAK,generationCost_NOT_TOU,generationCost_OFF_PEAK,generationCost_ON_PEAK,generationCost_PARTIAL_PEAK,generationEnergy,generationEnergy_CRITICAL_PEAK,generationEnergy_NOT_TOU,generationEnergy_OFF_PEAK,generationEnergy_ON_PEAK,generationEnergy_PARTIAL_PEAK,generationPower,generationPower_CRITICAL_PEAK,generationPower_NOT_TOU,generationPower_OFF_PEAK,generationPower_ON_PEAK,generationPower_PARTIAL_PEAK,generationTouCumulativeCost,kpi.averageSolarPerformance_kWh_Per_kWp,kpi.performanceRatio,kpi.solarPerformanceSoFar_kWh_Per_kWp,kpi.solarPerformance_kWh_Per_kWp,netCost,netCost_CRITICAL_PEAK,netCost_NOT_TOU,netCost_OFF_PEAK,netCost_ON_PEAK,netCost_PARTIAL_PEAK,netEnergy,netEnergy_CRITICAL_PEAK,netEnergy_NOT_TOU,netEnergy_OFF_PEAK,netEnergy_ON_PEAK,netEnergy_PARTIAL_PEAK,netPower,netPower_CRITICAL_PEAK,netPower_NOT_TOU,netPower_OFF_PEAK,netPower_ON_PEAK,netPower_PARTIAL_PEAK,numDataPoints,savings,savings_CRITICAL_PEAK,savings_NOT_TOU,savings_OFF_PEAK,savings_ON_PEAK,savings_PARTIAL_PEAK,solar.energy.exportedToBattery_kWh,solar.energy.exportedToGrid_kWh,solar.energy.exportedToHome_kWh,solar.power.exportedToBattery_kW,solar.power.exportedToGrid_kW,solar.power.exportedToHome_kW,start,timestamp,totalSavings,touPeriod
100.0,0.108,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,1.113,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25487865900.0,0.0,0.093,0.0,0.0,0.0,487.0,0.0,1.113,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.093,1.113,0.0,0.0,0.098,1.174,0.9478,1591429799,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8384971800.0,0.0,0.098,0.0,0.0,0.0,532.0,0.0,1.174,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591429500,1591429800,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25488054300.0,0.0,0.052,0.0,0.0,0.0,952.0,0.0,0.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.621,0.0,0.0,0.057,0.683,0.9102,1591430099,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8385176600.0,0.0,0.057,0.0,0.0,0.0,996.0,0.0,0.683,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591429800,1591430100,0.0,NOT_TOU
100.0,0.071,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,1.679,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25488558100.0,0.0,0.14,0.0,0.0,0.0,786.0,0.0,1.679,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.14,1.679,0.0,0.0,0.145,1.741,0.9648,1591430399,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8385698800.0,0.0,0.145,0.0,0.0,0.0,830.0,0.0,1.741,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591430100,1591430400,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25488748500.0,0.0,0.053,0.0,0.0,0.0,591.0,0.0,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.635,0.0,0.0,0.059,0.703,0.9031,1591430699,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8385909800.0,0.0,0.059,0.0,0.0,0.0,635.0,0.0,0.703,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591430400,1591430700,0.0,NOT_TOU
100.0,0.096,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,1.249,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25489123300.0,0.0,0.104,0.0,0.0,0.0,1376.0,0.0,1.249,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.104,1.249,0.0,0.0,0.109,1.311,0.9532,1591430999,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8386303000.0,0.0,0.109,0.0,0.0,0.0,1420.0,0.0,1.311,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591430700,1591431000,0.0,NOT_TOU
100.0,0.133,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.901,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25489393700.0,0.0,0.075,0.0,0.0,0.0,1126.0,0.0,0.901,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.075,0.901,0.0,0.0,0.081,0.969,0.9297,1591431299,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8386593800.0,0.0,0.081,0.0,0.0,0.0,1171.0,0.0,0.969,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591431000,1591431300,0.0,NOT_TOU
100.0,0.082,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,1.468,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25489834000.0,0.0,0.122,0.0,0.0,0.0,778.0,0.0,1.468,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.122,1.468,0.0,0.0,0.127,1.522,0.9642,1591431599,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8387050500.0,0.0,0.127,0.0,0.0,0.0,821.0,0.0,1.522,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591431300,1591431600,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25489977300.0,0.0,0.04,0.0,0.0,0.0,435.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.478,0.0,0.0,0.046,0.546,0.8753,1591431899,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8387214300.0,0.0,0.046,0.0,0.0,0.0,481.0,0.0,0.546,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591431600,1591431900,0.0,NOT_TOU
100.0,0.119,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,1.004,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25490280400.0,0.0,0.084,0.0,0.0,0.0,476.0,0.0,1.004,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.084,1.004,0.0,0.0,0.089,1.065,0.9428,1591432199,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8387535900.0,0.0,0.089,0.0,0.0,0.0,521.0,0.0,1.065,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591431900,1591432202,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25490501600.0,0.0,0.061,0.0,0.0,0.0,957.0,0.0,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.742,0.0,0.0,0.067,0.804,0.9233,1591432499,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8387775500.0,0.0,0.067,0.0,0.0,0.0,1002.0,0.0,0.804,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591432200,1591432500,0.0,NOT_TOU
100.0,0.089,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,1.345,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25490905100.0,0.0,0.112,0.0,0.0,0.0,591.0,0.0,1.345,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.112,1.345,0.0,0.0,0.118,1.413,0.9518,1591432799,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8388199400.0,0.0,0.118,0.0,0.0,0.0,636.0,0.0,1.413,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591432500,1591432800,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25491052500.0,0.0,0.041,0.0,0.0,0.0,1160.0,0.0,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.492,0.0,0.0,0.046,0.553,0.8891,1591433099,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8388365300.0,0.0,0.046,0.0,0.0,0.0,1207.0,0.0,0.553,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591432800,1591433100,0.0,NOT_TOU
100.0,0.112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,1.072,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25491374100.0,0.0,0.089,0.0,0.0,0.0,668.0,0.0,1.072,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.089,1.072,0.0,0.0,0.095,1.14,0.9403,1591433399,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8388707300.0,0.0,0.095,0.0,0.0,0.0,713.0,0.0,1.14,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591433100,1591433400,0.0,NOT_TOU
100.0,0.112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.001,0.0,1.066,0.006,0.01,0.0,0.01,0.0,0.0,0.0,25491695600.0,0.0,0.089,0.0,0.0,0.0,1907.0,0.0,1.072,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.089,1.072,0.001,0.007,0.095,1.14,0.9346,1591433699,0.0,0.0,0.0,0.0,0.0,0.0,21370665000.0,0.0,0.001,0.0,0.0,0.0,7.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8389049300.0,0.0,0.095,0.0,0.0,0.0,1951.0,0.0,1.14,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.007,1591433400,1591433700,0.0,NOT_TOU
100.0,0.092,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.002,0.0,1.278,0.025,0.01,0.0,0.01,0.0,0.0,0.0,25492086800.0,0.0,0.109,0.0,0.0,0.0,659.0,0.0,1.304,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.109,1.304,0.002,0.027,0.114,1.365,0.9364,1591433999,0.0,0.0,0.0,0.0,0.0,0.0,21370673200.0,0.0,0.002,0.0,0.0,0.0,16.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8389458900.0,0.0,0.114,0.0,0.0,0.0,701.0,0.0,1.365,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.027,1591433700,1591434000,0.0,NOT_TOU
100.0,0.145,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.001,0.0,0.82,0.013,0.01,0.0,0.01,0.0,0.0,0.0,25492336600.0,0.0,0.069,0.0,0.0,0.0,1350.0,0.0,0.833,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.069,0.833,0.001,0.014,0.074,0.887,0.9244,1591434299,0.0,0.0,0.0,0.0,0.0,0.0,21370677200.0,0.0,0.001,0.0,0.0,0.0,18.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8389725200.0,0.0,0.074,0.0,0.0,0.0,1388.0,0.0,0.887,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.014,1591434000,1591434300,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235584.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.002,0.0,0.773,0.018,0.0,0.0,0.0,0.0,0.0,0.0,25492574200.0,0.0,0.066,0.0,0.0,0.0,496.0,0.0,0.792,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.066,0.792,0.002,0.02,0.071,0.853,0.9064,1591434599,0.0,0.0,0.0,0.0,0.0,0.0,21370683400.0,0.0,0.002,0.0,0.0,0.0,28.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8389981200.0,0.0,0.071,0.0,0.0,0.0,527.0,0.0,0.853,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.02,1591434300,1591434600,0.0,NOT_TOU
100.0,0.112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235616.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.002,0.0,1.046,0.026,0.01,0.0,0.01,0.0,0.0,0.0,25492895700.0,0.0,0.089,0.0,0.0,0.0,1622.0,0.0,1.072,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.089,1.072,0.002,0.027,0.093,1.113,0.9402,1591434899,0.0,0.0,0.0,0.0,0.0,0.0,21370691600.0,0.0,0.002,0.0,0.0,0.0,43.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8390315000.0,0.0,0.093,0.0,0.0,0.0,1638.0,0.0,1.113,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.027,1591434600,1591434900,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.005,0.0,0.688,0.049,0.0,0.0,0.0,0.0,0.0,0.0,25493116900.0,0.0,0.061,0.0,0.0,0.0,312.0,0.0,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.737,0.005,0.055,0.064,0.765,0.9002,1591435199,0.0,0.0,0.0,0.0,0.0,0.0,21370708000.0,0.0,0.005,0.0,0.0,0.0,62.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8390544400.0,0.0,0.064,0.0,0.0,0.0,310.0,0.0,0.765,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.054,1591434900,1591435200,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.005,0.0,0.731,0.068,0.0,0.0,0.0,0.0,0.0,0.0,25493356500.0,0.0,0.067,0.0,0.0,0.0,1138.0,0.0,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.799,0.006,0.075,0.067,0.806,0.907,1591435499,0.0,0.0,0.0,0.0,0.0,0.0,21370730500.0,0.0,0.006,0.0,0.0,0.0,76.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8390786000.0,0.0,0.067,0.0,0.0,0.0,1131.0,0.0,0.806,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.075,1591435200,1591435500,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.006,0.0,0.501,0.072,0.0,0.0,0.0,0.0,0.0,0.0,25493528600.0,0.0,0.048,0.0,0.0,0.0,504.0,0.0,0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.573,0.007,0.082,0.047,0.567,0.8844,1591435799,0.0,0.0,0.0,0.0,0.0,0.0,21370755100.0,0.0,0.007,0.0,0.0,0.0,98.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8390956000.0,0.0,0.047,0.0,0.0,0.0,472.0,0.0,0.567,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.082,1591435500,1591435800,0.0,NOT_TOU
100.0,0.085,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.008,0.0,1.317,0.103,0.01,0.0,0.01,0.0,0.0,0.0,25493954600.0,0.0,0.118,0.0,0.0,0.0,1253.0,0.0,1.42,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.118,1.42,0.009,0.109,0.117,1.399,0.9412,1591436099,0.0,0.0,0.0,0.0,0.0,0.0,21370787800.0,0.0,0.009,0.0,0.0,0.0,115.0,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8391375900.0,0.0,0.117,0.0,0.0,0.0,1205.0,0.0,1.399,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.109,1591435800,1591436100,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.009,0.0,0.413,0.106,0.0,0.0,0.0,0.0,0.0,0.0,25494110200.0,0.0,0.043,0.0,0.0,0.0,578.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.519,0.01,0.123,0.04,0.478,0.8638,1591436399,0.0,0.0,0.0,0.0,0.0,0.0,21370824700.0,0.0,0.01,0.0,0.0,0.0,132.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8391519200.0,0.0,0.04,0.0,0.0,0.0,514.0,0.0,0.478,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.123,1591436100,1591436400,0.0,NOT_TOU
100.0,0.105,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.011,0.0,1.007,0.133,0.01,0.0,0.01,0.0,0.0,0.0,25494452200.0,0.0,0.095,0.0,0.0,0.0,626.0,0.0,1.14,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.095,1.14,0.012,0.143,0.09,1.085,0.9278,1591436699,0.0,0.0,0.0,0.0,0.0,0.0,21370867700.0,0.0,0.012,0.0,0.0,0.0,150.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8391844900.0,0.0,0.09,0.0,0.0,0.0,545.0,0.0,1.085,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.143,1591436400,1591436700,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13235792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.012,0.0,0.529,0.14,0.0,0.0,0.0,0.0,0.0,0.0,25494652900.0,0.0,0.056,0.0,0.0,0.0,1594.0,0.0,0.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.669,0.013,0.157,0.049,0.594,0.891,1591436999,0.0,0.0,0.0,0.0,0.0,0.0,21370914800.0,0.0,0.013,0.0,0.0,0.0,152.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8392023000.0,0.0,0.049,0.0,0.0,0.0,1510.0,0.0,0.594,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.157,1591436700,1591437000,0.0,NOT_TOU
