SoC,averageEnergyCost,averageSoC,batteryCost,batteryCost_CRITICAL_PEAK,batteryCost_NOT_TOU,batteryCost_OFF_PEAK,batteryCost_ON_PEAK,batteryCost_PARTIAL_PEAK,batteryEnergy,batteryEnergy_CRITICAL_PEAK,batteryEnergy_NOT_TOU,batteryEnergy_OFF_PEAK,batteryEnergy_ON_PEAK,batteryEnergy_PARTIAL_PEAK,batteryPower,batteryPower_CRITICAL_PEAK,batteryPower_NOT_TOU,batteryPower_OFF_PEAK,batteryPower_ON_PEAK,batteryPower_PARTIAL_PEAK,batteryTouCumulativeCost,consumption.energy.fromBattery_kWh,consumption.energy.fromGrid_kWh,consumption.energy.fromSolar_kWh,consumption.power.fromBattery_kW,consumption.power.fromGrid_kW,consumption.power.fromSolar_kW,consumptionCost,consumptionCost_CRITICAL_PEAK,consumptionCost_NOT_TOU,consumptionCost_OFF_PEAK,consumptionCost_ON_PEAK,consumptionCost_PARTIAL_PEAK,consumptionEnergy,consumptionEnergy_CRITICAL_PEAK,consumptionEnergy_NOT_TOU,consumptionEnergy_OFF_PEAK,consumptionEnergy_ON_PEAK,consumptionEnergy_PARTIAL_PEAK,consumptionPower,consumptionPower_CRITICAL_PEAK,consumptionPower_NOT_TOU,consumptionPower_OFF_PEAK,consumptionPower_ON_PEAK,consumptionPower_PARTIAL_PEAK,consumptionTouCumulativeCost,cumulativeDailyCost,cumulativeDailySavings,currentBatteryEnergy,currentBatteryPower,currentConsumptionEnergy,currentConsumptionPower,currentGenerationEnergy,currentGenerationPower,currentNetEnergy,currentNetPower,efficiencyInOut,end,generationCost,generationCost_CRITICAL_PEAK,generationCost_NOT_TOU,generationCost_OFF_PEAK,generationCost_ON_PEAK,generationCost_PARTIAL_PEAK,generationEnergy,generationEnergy_CRITICAL_PEAK,generationEnergy_NOT_TOU,generationEnergy_OFF_PEAK,generationEnergy_ON_PEAK,generationEnergy_PARTIAL_PEAK,generationPower,generationPower_CRITICAL_PEAK,generationPower_NOT_TOU,generationPower_OFF_PEAK,generationPower_ON_PEAK,generationPower_PARTIAL_PEAK,generationTouCumulativeCost,kpi.averageSolarPerformance_kWh_Per_kWp,kpi.performanceRatio,kpi.solarPerformanceSoFar_kWh_Per_kWp,kpi.solarPerformance_kWh_Per_kWp,netCost,netCost_CRITICAL_PEAK,netCost_NOT_TOU,netCost_OFF_PEAK,netCost_ON_PEAK,netCost_PARTIAL_PEAK,netEnergy,netEnergy_CRITICAL_PEAK,netEnergy_NOT_TOU,netEnergy_OFF_PEAK,netEnergy_ON_PEAK,netEnergy_PARTIAL_PEAK,netPower,netPower_CRITICAL_PEAK,netPower_NOT_TOU,netPower_OFF_PEAK,netPower_ON_PEAK,netPower_PARTIAL_PEAK,numDataPoints,savings,savings_CRITICAL_PEAK,savings_NOT_TOU,savings_OFF_PEAK,savings_ON_PEAK,savings_PARTIAL_PEAK,solar.energy.exportedToBattery_kWh,solar.energy.exportedToGrid_kWh,solar.energy.exportedToHome_kWh,solar.power.exportedToBattery_kW,solar.power.exportedToGrid_kW,solar.power.exportedToHome_kW,start,timestamp,totalSavings,touPeriod
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13233904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25480423400.0,0.0,0.043,0.0,0.0,0.0,301.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.519,0.0,0.0,0.048,0.58,0.8944,1591422299,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8377054200.0,0.0,0.048,0.0,0.0,0.0,344.0,0.0,0.58,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591422000,1591422300,0.0,NOT_TOU
100.0,0.141,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13233952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.853,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25480679400.0,0.0,0.071,0.0,0.0,0.0,371.0,0.0,0.853,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.071,0.853,0.0,0.0,0.077,0.922,0.9261,1591422599,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8377330700.0,0.0,0.077,0.0,0.0,0.0,415.0,0.0,0.922,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591422300,1591422600,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25480833000.0,0.0,0.043,0.0,0.0,0.0,857.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.51,0.0,0.0,0.048,0.572,0.8931,1591422899,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8377502700.0,0.0,0.048,0.0,0.0,0.0,902.0,0.0,0.572,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591422600,1591422901,0.0,NOT_TOU
100.0,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,1.331,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25481232400.0,0.0,0.111,0.0,0.0,0.0,491.0,0.0,1.331,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.111,1.331,0.0,0.0,0.116,1.393,0.956,1591423199,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8377920500.0,0.0,0.116,0.0,0.0,0.0,534.0,0.0,1.393,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591422900,1591423201,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25481394200.0,0.0,0.045,0.0,0.0,0.0,1056.0,0.0,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.541,0.0,0.0,0.05,0.603,0.8979,1591423499,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8378100700.0,0.0,0.05,0.0,0.0,0.0,1100.0,0.0,0.603,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591423200,1591423500,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25481603100.0,0.0,0.058,0.0,0.0,0.0,373.0,0.0,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.694,0.0,0.0,0.063,0.755,0.919,1591423799,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8378328100.0,0.0,0.063,0.0,0.0,0.0,417.0,0.0,0.755,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591423500,1591423801,0.0,NOT_TOU
100.0,0.123,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.973,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25481893900.0,0.0,0.081,0.0,0.0,0.0,1905.0,0.0,0.973,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.081,0.973,0.0,0.0,0.086,1.041,0.9344,1591424099,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8378639400.0,0.0,0.086,0.0,0.0,0.0,1949.0,0.0,1.041,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591423800,1591424100,0.0,NOT_TOU
100.0,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,1.331,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25482293200.0,0.0,0.111,0.0,0.0,0.0,712.0,0.0,1.331,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.111,1.331,0.0,0.0,0.117,1.399,0.9513,1591424399,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8379059200.0,0.0,0.117,0.0,0.0,0.0,756.0,0.0,1.399,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591424100,1591424400,0.0,NOT_TOU
100.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.195,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25482651600.0,0.0,0.1,0.0,0.0,0.0,1444.0,0.0,1.195,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.1,1.195,0.0,0.0,0.105,1.256,0.9512,1591424699,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8379436000.0,0.0,0.105,0.0,0.0,0.0,1488.0,0.0,1.256,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591424400,1591424700,0.0,NOT_TOU
100.0,0.145,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.826,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25482899500.0,0.0,0.069,0.0,0.0,0.0,683.0,0.0,0.826,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.069,0.826,0.0,0.0,0.074,0.887,0.9309,1591424999,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8379702300.0,0.0,0.074,0.0,0.0,0.0,727.0,0.0,0.887,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591424700,1591425000,0.0,NOT_TOU
100.0,0.094,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,1.27,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25483280400.0,0.0,0.106,0.0,0.0,0.0,1115.0,0.0,1.27,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.106,1.27,0.0,0.0,0.111,1.331,0.9539,1591425299,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8380101600.0,0.0,0.111,0.0,0.0,0.0,1160.0,0.0,1.331,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591425000,1591425300,0.0,NOT_TOU
100.0,0.112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,1.065,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25483599900.0,0.0,0.089,0.0,0.0,0.0,620.0,0.0,1.065,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.089,1.065,0.0,0.0,0.094,1.126,0.9456,1591425599,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8380439600.0,0.0,0.094,0.0,0.0,0.0,664.0,0.0,1.126,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591425300,1591425600,0.0,NOT_TOU
100.0,0.111,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234369.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,1.085,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25483925500.0,0.0,0.09,0.0,0.0,0.0,580.0,0.0,1.085,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.09,1.085,0.0,0.0,0.096,1.147,0.9465,1591425899,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8380783600.0,0.0,0.096,0.0,0.0,0.0,624.0,0.0,1.147,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591425600,1591425900,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25484105700.0,0.0,0.05,0.0,0.0,0.0,1249.0,0.0,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.601,0.0,0.0,0.056,0.669,0.8982,1591426199,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8380984300.0,0.0,0.056,0.0,0.0,0.0,1293.0,0.0,0.669,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591425900,1591426200,0.0,NOT_TOU
100.0,0.115,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,1.044,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25484419100.0,0.0,0.087,0.0,0.0,0.0,1079.0,0.0,1.044,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.087,1.044,0.0,0.0,0.092,1.106,0.9446,1591426499,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8381316100.0,0.0,0.092,0.0,0.0,0.0,1124.0,0.0,1.106,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591426200,1591426500,0.0,NOT_TOU
100.0,0.094,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234495.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.0,1.27,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25484800000.0,0.0,0.106,0.0,0.0,0.0,1381.0,0.0,1.27,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.106,1.27,0.0,0.0,0.111,1.331,0.9539,1591426799,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8381715500.0,0.0,0.111,0.0,0.0,0.0,1425.0,0.0,1.331,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591426500,1591426800,0.0,NOT_TOU
100.0,0.127,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.949,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25485084700.0,0.0,0.079,0.0,0.0,0.0,747.0,0.0,0.949,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.079,0.949,0.0,0.0,0.084,1.01,0.9393,1591427099,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8382018600.0,0.0,0.084,0.0,0.0,0.0,790.0,0.0,1.01,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591426800,1591427100,0.0,NOT_TOU
100.0,0.118,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234576.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,1.017,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25485389800.0,0.0,0.085,0.0,0.0,0.0,1439.0,0.0,1.017,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.085,1.017,0.0,0.0,0.09,1.085,0.9372,1591427399,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8382344200.0,0.0,0.09,0.0,0.0,0.0,1483.0,0.0,1.085,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591427100,1591427400,0.0,NOT_TOU
100.0,0.112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.0,0.0,1.065,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25485709300.0,0.0,0.089,0.0,0.0,0.0,1229.0,0.0,1.065,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.089,1.065,0.0,0.0,0.093,1.12,0.9514,1591427699,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8382680100.0,0.0,0.093,0.0,0.0,0.0,1274.0,0.0,1.12,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591427400,1591427700,0.0,NOT_TOU
100.0,0.075,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234672.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,1.611,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25486192600.0,0.0,0.134,0.0,0.0,0.0,1543.0,0.0,1.611,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.134,1.611,0.0,0.0,0.139,1.673,0.9634,1591427999,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8383181800.0,0.0,0.139,0.0,0.0,0.0,1587.0,0.0,1.673,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591427700,1591428000,0.0,NOT_TOU
100.0,0.141,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.847,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25486446600.0,0.0,0.071,0.0,0.0,0.0,499.0,0.0,0.847,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.071,0.847,0.0,0.0,0.076,0.908,0.9325,1591428299,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8383454200.0,0.0,0.076,0.0,0.0,0.0,542.0,0.0,0.908,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591428000,1591428300,0.0,NOT_TOU
100.0,0.115,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234736.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,1.044,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25486759900.0,0.0,0.087,0.0,0.0,0.0,563.0,0.0,1.044,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.087,1.044,0.0,0.0,0.092,1.106,0.9445,1591428599,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8383786000.0,0.0,0.092,0.0,0.0,0.0,606.0,0.0,1.106,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591428300,1591428600,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234768.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25486948400.0,0.0,0.052,0.0,0.0,0.0,957.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.628,0.0,0.0,0.057,0.689,0.911,1591428899,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8383992800.0,0.0,0.057,0.0,0.0,0.0,1001.0,0.0,0.689,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591428600,1591428900,0.0,NOT_TOU
100.0,0.081,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,1.475,0.0,0.01,0.0,0.01,0.0,0.0,0.0,25487390700.0,0.0,0.123,0.0,0.0,0.0,599.0,0.0,1.475,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.123,1.475,0.0,0.0,0.129,1.543,0.9559,1591429199,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,-8384455700.0,0.0,0.129,0.0,0.0,0.0,643.0,0.0,1.543,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591428900,1591429200,0.0,NOT_TOU
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-13234864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25487534100.0,0.0,0.04,0.0,0.0,0.0,422.0,0.0,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.478,0.0,0.0,0.046,0.546,0.8753,1591429499,0.0,0.0,0.0,0.0,0.0,0.0,21370662900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8384619500.0,0.0,0.046,0.0,0.0,0.0,467.0,0.0,0.546,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591429200,1591429500,0.0,NOT_TOU
