device_id,host_rcpn,device_type,beacon_rcpn,St,P,E,I,V,Rb,T,O0,O1,O2,O3,O4,O5,O6,O7,O8,O9,OA,OB,OC,OD,OE,OF,OG,timestamp_utc
183756431,183781523,device,183756454,8208,1206,3919,305,2028324,8275,348,1206,861,1387,0,4523,639,137,107,2962,17920,313,1000,9401,6,0,0,3456,2020-10-07 14:42
183756434,183781523,device,183756454,8208,933,3921,238,1749962,8275,320,933,460,2036,0,25,1969,2003,439,245,0,0,0,0,0,0,0,6137,2020-10-07 14:42
183756433,183781523,device,183756454,8208,1371,3918,349,2517211,8275,387,1371,904,1519,5,0,12968,11347,2756,2760,2,2760,2763,7228,22219,1261,2763,11758,2020-10-07 14:42
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,39378,0,32826,2,6024,32437,25719,30444,9284,32446,57600,0,9152,5,11,0,17908,2020-10-07 14:42
183756435,183781523,device,183756454,8208,911,3920,234,1667927,8275,334,911,448,2049,0,4343,1029,46,66,0,17920,162,1000,5446,4,0,0,3456,2020-10-07 14:42
183781523,183781523,device,183756454,2080,6651,3934,-1690,8615125,8199,555,2459,6389,5451,6,3,42517,77,14554,114,64270,46415,28049,0,4096,26195,36864,0,2020-10-07 14:41
183756454,183781523,device,183756454,8192,0,0,0,0,1,397,0,8333,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:41
183756430,183781523,device,183756454,8208,1624,3931,410,1779651,8275,395,1624,1066,1517,5,0,13252,9939,2761,2765,2,2765,2752,7206,22100,1263,2766,13855,2020-10-07 14:41
183756414,183781523,device,183756454,768,0,3934,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18889,2020-10-07 14:41
183756431,183781523,device,183756454,8208,1506,3934,380,2028303,8275,351,1506,1079,1388,0,16,1940,2005,805,181,0,0,0,0,0,0,0,6137,2020-10-07 14:41
183756434,183781523,device,183756454,8208,1153,3934,291,1749946,8275,326,1153,570,2014,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:41
183756433,183781523,device,183756454,8208,1694,3931,427,2517187,8275,392,1694,1119,1507,5,0,12968,11347,2744,2748,2,2748,2738,7090,21931,1252,2745,14464,2020-10-07 14:41
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,47827,0,32826,2,6024,32437,25719,30444,9284,32446,23440,0,9152,5,11,0,17908,2020-10-07 14:41
183756435,183781523,device,183756454,8208,1157,3934,293,1667911,8275,340,1157,574,2013,0,26,1999,2041,549,181,0,0,0,0,0,0,0,6137,2020-10-07 14:41
183781523,183781523,device,183756454,2080,6573,3933,-1670,8615021,8199,552,2462,6314,5263,6,3,42517,77,14465,114,64270,2127,43153,0,4096,26195,36864,0,2020-10-07 14:40
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8393,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:40
183756430,183781523,device,183756454,8208,1608,3929,407,1779624,8275,391,1608,1055,1519,5,0,13252,9939,2761,2757,0,2757,2767,7244,22112,1269,2766,13738,2020-10-07 14:40
183756414,183781523,device,183756454,768,-1,3933,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18888,2020-10-07 14:40
183756431,183781523,device,183756454,8208,1486,3932,376,2028279,8275,349,1486,1065,1390,0,16,1937,2005,790,181,0,0,0,0,0,0,0,6137,2020-10-07 14:40
183756434,183781523,device,183756454,8208,1131,3933,287,1749927,8275,324,1131,553,2043,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:40
183756433,183781523,device,183756454,8208,1665,3930,421,2517160,8275,388,1665,1093,1519,5,0,13827,12099,2763,2759,0,2759,2754,7150,21990,1258,2759,14236,2020-10-07 14:40
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,40385,0,32826,2,6024,32437,25719,30444,9284,32446,1424,1,9152,5,11,0,17908,2020-10-07 14:40
183756435,183781523,device,183756454,8208,1117,3933,286,1667892,8275,338,1117,542,2076,0,26,1998,2042,551,181,0,0,0,0,0,0,0,6137,2020-10-07 14:40
183781523,183781523,device,183756454,2080,6439,3931,-1636,8614923,8199,553,2464,6184,4336,6,3,42517,77,14388,114,64270,13647,42641,0,4096,26195,36864,0,2020-10-07 14:39
183756454,183781523,device,183756454,8192,0,0,0,0,1,402,0,8453,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:39
183756430,183781523,device,183756454,8208,1563,3929,395,1779599,8275,391,1563,1025,1516,5,0,13252,9939,2753,2753,1,2753,2756,7199,21999,1264,2751,13281,2020-10-07 14:39
183756414,183781523,device,183756454,768,0,3932,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18888,2020-10-07 14:39
183756431,183781523,device,183756454,8208,1443,3931,367,2028256,8275,348,1443,1033,1399,0,8,135,330,33472,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:39
183756434,183781523,device,183756454,8208,1088,3931,278,1749910,8275,325,1088,531,2061,0,4270,152,50,75,0,17920,149,1000,4558,4,2902,2472,3456,2020-10-07 14:39
183756433,183781523,device,183756454,8208,1610,3928,411,2517135,8275,388,1610,1050,1540,5,0,13827,12099,2799,2799,1,2799,2808,7096,22411,1239,2797,13905,2020-10-07 14:39
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,9193,0,32826,2,6024,32437,25719,30444,9284,32446,32720,0,9152,5,11,0,17908,2020-10-07 14:39
183756435,183781523,device,183756454,8208,1063,3929,271,1667875,8275,337,1063,521,2050,0,0,259,0,1918,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:39
183781523,183781523,device,183756454,2080,6360,3930,-1617,8614825,8199,553,2463,6109,5165,6,3,42517,77,14322,114,64270,40527,8593,0,4096,26195,36864,0,2020-10-07 14:38
183756454,183781523,device,183756454,8192,0,0,0,0,1,397,0,8513,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:38
183756430,183781523,device,183756454,8208,1542,3927,392,1779575,8275,393,1542,1011,1525,5,0,13252,9939,2781,2785,2,2785,2772,7183,22250,1255,2785,13260,2020-10-07 14:38
183756414,183781523,device,183756454,768,0,3931,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18887,2020-10-07 14:38
183756431,183781523,device,183756454,8208,1414,3929,360,2028234,8275,348,1414,1015,1394,0,8,135,330,33472,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:38
183756434,183781523,device,183756454,8208,1073,3929,272,1749893,8275,325,1073,525,2045,0,4263,60,50,75,0,17920,147,1000,4558,4,2902,2472,3456,2020-10-07 14:38
183756433,183781523,device,183756454,8208,1586,3927,402,2517109,8275,389,1586,1035,1531,5,0,13827,12099,2795,2799,2,2799,2806,7181,22447,1244,2796,13632,2020-10-07 14:38
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,53611,0,32826,2,6024,32437,25719,30444,9284,32446,10464,1,9152,5,11,0,17908,2020-10-07 14:38
183756435,183781523,device,183756454,8208,1069,3929,272,1667858,8275,338,1069,521,2054,0,4361,905,46,40,0,17920,149,1000,5446,4,0,0,3456,2020-10-07 14:38
183781523,183781523,device,183756454,2080,5780,3924,-1472,8614725,8199,552,2465,5550,4623,6,3,42517,77,14238,114,64270,55375,29841,0,4096,26195,36864,0,2020-10-07 14:37
183756454,183781523,device,183756454,8192,0,0,0,0,1,402,0,8573,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:37
183756430,183781523,device,183756454,8208,1363,3920,354,1779550,8275,391,1363,899,1549,5,0,10008,7506,2822,2822,1,2822,2840,7203,22676,1238,2822,12060,2020-10-07 14:37
183756414,183781523,device,183756454,768,0,3919,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18887,2020-10-07 14:37
183756431,183781523,device,183756454,8208,1186,3919,305,2028211,8275,344,1186,845,1414,0,4538,547,137,107,2962,17920,273,1000,9401,6,0,0,3456,2020-10-07 14:37
183756434,183781523,device,183756454,8208,900,3918,227,1749875,8275,326,900,452,1965,0,25,1967,2002,411,245,0,0,0,0,0,0,0,6137,2020-10-07 14:37
183756433,183781523,device,183756454,8208,1317,3916,334,2517084,8275,388,1317,892,1471,5,0,13827,12099,2691,2691,1,2691,2683,7179,21515,1278,2692,11330,2020-10-07 14:37
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,25743,0,32826,2,6024,32437,25719,30444,9284,32446,39200,0,9152,5,11,0,17908,2020-10-07 14:37
183756435,183781523,device,183756454,8208,943,3919,234,1667841,8275,338,943,469,1960,0,4341,927,46,40,0,17920,148,1000,5446,4,0,0,3456,2020-10-07 14:37
183781523,183781523,device,183756454,2080,5821,3925,-1482,8614631,8199,553,2462,5588,4659,6,3,42517,77,14159,114,64270,11855,9361,0,4096,26195,36864,0,2020-10-07 14:36
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8633,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:36
183756430,183781523,device,183756454,8208,1435,3923,361,1779526,8275,394,1435,945,1501,5,0,10008,7506,2734,2734,1,2734,2731,7095,21843,1255,2730,12117,2020-10-07 14:36
183756414,183781523,device,183756454,768,0,3927,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18886,2020-10-07 14:36
183756431,183781523,device,183756454,8208,1340,3926,338,2028189,8275,346,1340,946,1405,0,16,1934,2005,739,181,0,0,0,0,0,0,0,6137,2020-10-07 14:36
183756434,183781523,device,183756454,8208,1035,3927,262,1749859,8275,329,1035,511,2016,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:36
183756433,183781523,device,183756454,8208,1521,3924,385,2517059,8275,391,1521,1002,1510,5,0,13827,12099,2743,2743,1,2743,2721,7132,21873,1260,2744,12976,2020-10-07 14:36
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,39953,0,32826,2,6024,32437,25719,30444,9284,32446,4960,0,9152,5,11,0,17908,2020-10-07 14:36
183756435,183781523,device,183756454,8208,1041,3927,263,1667824,8275,341,1041,515,2006,0,26,1998,2041,505,181,0,0,0,0,0,0,0,6137,2020-10-07 14:36
183781523,183781523,device,183756454,2080,6468,3932,-1644,8614529,8199,551,2467,6213,5274,6,3,42517,77,14072,114,64270,15183,46737,0,4096,26195,36864,0,2020-10-07 14:35
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8693,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:35
183756430,183781523,device,183756454,8208,1579,3928,401,1779500,8275,393,1579,1033,1529,5,0,10008,7506,2794,2790,0,2790,2799,7229,22488,1256,2791,13582,2020-10-07 14:35
183756414,183781523,device,183756454,768,-1,3932,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18886,2020-10-07 14:35
183756431,183781523,device,183756454,8208,1430,3930,363,2028165,8275,347,1430,1008,1417,0,16,1935,2005,756,181,0,0,0,0,0,0,0,6137,2020-10-07 14:35
183756434,183781523,device,183756454,8208,1091,3931,277,1749841,8275,329,1091,533,2043,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:35
183756433,183781523,device,183756454,8208,1608,3928,408,2517033,8275,391,1608,1049,1533,5,0,8114,7100,2786,2782,0,2782,2781,7128,22174,1247,2782,13813,2020-10-07 14:35
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,54931,0,32826,2,6024,32437,25719,30444,9284,32446,50720,0,9152,5,11,0,17908,2020-10-07 14:35
183756435,183781523,device,183756454,8208,1088,3930,276,1667807,8275,341,1088,531,2048,0,26,1999,2041,610,181,0,0,0,0,0,0,0,6137,2020-10-07 14:35
183781523,183781523,device,183756454,2080,5052,3915,-1289,8614428,8199,545,2463,4846,3896,6,3,42517,77,13988,114,64270,54607,20625,0,4096,26195,36864,0,2020-10-07 14:34
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8753,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:34
183756430,183781523,device,183756454,8208,1228,3913,316,1779474,8275,387,1228,804,1540,5,0,10008,7506,2806,2806,1,2806,2789,7174,22444,1246,2806,10653,2020-10-07 14:34
183756414,183781523,device,183756454,768,0,3914,0,1036415,8199,169,0,3003,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18886,2020-10-07 14:34
183756431,183781523,device,183756454,8208,1067,3914,275,2028142,8275,342,1067,753,1432,0,8,135,330,33472,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:34
183756434,183781523,device,183756454,8208,815,3914,209,1749823,8275,325,815,400,2040,0,4265,87,50,75,0,17920,138,1000,4558,4,2902,2472,3456,2020-10-07 14:34
183756433,183781523,device,183756454,8208,1201,3912,307,2517007,8275,384,1201,785,1535,5,0,8114,7100,2802,2802,1,2802,2784,7068,22362,1231,2802,10403,2020-10-07 14:34
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,23,0,32826,2,6024,32437,25719,30444,9284,32446,14080,0,9152,5,11,0,17908,2020-10-07 14:34
183756435,183781523,device,183756454,8208,810,3913,207,1667790,8275,337,810,398,2039,0,0,259,0,1918,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:34
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8813,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:33
183781523,183781523,device,183756454,2080,4581,3910,-1171,8614353,8199,546,2459,4392,3481,6,3,42517,77,13928,114,64270,41551,30353,0,4096,26195,36864,0,2020-10-07 14:33
183756430,183781523,device,183756454,8208,1129,3909,288,1779455,8275,389,1129,743,1516,5,0,10008,7506,2754,2758,2,2758,2744,7047,22009,1242,2755,9631,2020-10-07 14:33
183756414,183781523,device,183756454,768,0,3910,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18885,2020-10-07 14:33
183756431,183781523,device,183756454,8208,982,3911,253,2028126,8275,343,982,688,1440,0,8,135,330,33472,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:33
183756434,183781523,device,183756454,8208,758,3910,194,1749810,8275,326,758,380,1995,0,4264,87,50,75,0,17920,138,1000,4558,4,2902,2472,3456,2020-10-07 14:33
183756433,183781523,device,183756454,8208,1116,3908,286,2516988,8275,386,1116,739,1515,5,0,8114,7100,2774,2770,0,2770,2770,7165,22211,1248,2770,9712,2020-10-07 14:33
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,15272,0,32826,2,6024,32437,25719,30444,9284,32446,54160,0,9152,5,11,0,17908,2020-10-07 14:33
183756435,183781523,device,183756454,8208,767,3909,193,1667777,8275,338,767,383,1970,0,4327,701,46,40,0,17920,142,1000,5446,4,0,0,3456,2020-10-07 14:33
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8873,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:32
183781523,183781523,device,183756454,2080,5183,3917,-1322,8614279,8199,548,2456,4972,4193,6,3,42517,77,13868,114,64270,55375,15505,0,4096,26195,36864,0,2020-10-07 14:32
183756430,183781523,device,183756454,8208,1280,3916,324,1779436,8275,393,1280,848,1497,5,0,7512,6573,2722,2718,0,2718,2714,7155,21813,1264,2719,10866,2020-10-07 14:32
183756414,183781523,device,183756454,768,0,3918,0,1036415,8199,169,0,3004,13325,0,0,817,0,1811,3827,3874,169,194,0,0,13,58945,18885,2020-10-07 14:32
183756431,183781523,device,183756454,8208,1147,3918,291,2028109,8275,348,1147,796,1432,0,4534,756,137,97,2962,17920,240,1000,9401,6,0,0,3456,2020-10-07 14:32
183756434,183781523,device,183756454,8208,907,3919,230,1749797,8275,327,907,448,2014,0,25,1966,2002,427,245,0,0,0,0,0,0,0,6137,2020-10-07 14:32
183756433,183781523,device,183756454,8208,1328,3916,336,2516968,8275,390,1328,877,1504,5,0,8114,7100,2734,2734,1,2734,2720,7205,21857,1268,2735,11289,2020-10-07 14:32
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,48442,0,32826,2,6024,32437,25719,30444,9284,32446,17600,0,9152,5,11,0,17908,2020-10-07 14:32
183756435,183781523,device,183756454,8208,906,3919,232,1667763,8275,338,906,443,2049,0,4332,658,46,40,0,17920,141,1000,5446,4,0,0,3456,2020-10-07 14:32
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8933,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:31
183781523,183781523,device,183756454,2080,4976,3915,-1270,8614188,8199,543,2459,4772,3994,6,3,42517,77,13790,114,64270,39247,6545,0,4096,26195,36864,0,2020-10-07 14:31
183756430,183781523,device,183756454,8208,1234,3913,313,1779413,8275,389,1234,816,1501,5,0,7512,6573,2726,2722,0,2722,2741,7156,21840,1264,2723,10458,2020-10-07 14:31
183756414,183781523,device,183756454,768,0,3915,0,1036415,8199,170,0,3004,13325,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18884,2020-10-07 14:31
183756431,183781523,device,183756454,8208,1089,3916,279,2028088,8275,342,1089,757,1442,0,16,1932,2006,654,181,0,0,0,0,0,0,0,6137,2020-10-07 14:31
183756434,183781523,device,183756454,8208,842,3916,216,1749781,8275,326,842,413,2048,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:31
183756433,183781523,device,183756454,8208,1241,3914,318,2516945,8275,386,1241,815,1530,5,0,8114,7100,2786,2786,1,2786,2765,7142,22207,1245,2786,10720,2020-10-07 14:31
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,11735,0,32826,2,6024,32437,25719,30444,9284,32446,63360,0,9152,5,11,0,17908,2020-10-07 14:31
183756435,183781523,device,183756454,8208,831,3914,212,1667748,8275,337,831,408,2039,0,26,1999,2041,425,181,0,0,0,0,0,0,0,6137,2020-10-07 14:31
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,8993,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:30
183781523,183781523,device,183756454,2080,3761,3901,-963,8614118,8199,541,2452,3600,2848,6,3,42517,77,13732,114,64270,51791,57233,0,4096,26195,36864,0,2020-10-07 14:30
183756430,183781523,device,183756454,8208,929,3901,240,1779395,8275,384,929,613,1527,5,0,7512,6573,2770,2774,2,2774,2775,7109,22252,1244,2773,8040,2020-10-07 14:30
183756414,183781523,device,183756454,768,0,3899,0,1036415,8199,170,0,3003,12301,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18884,2020-10-07 14:30
183756431,183781523,device,183756454,8208,770,3901,200,2028073,8275,337,770,538,1454,0,16,1936,2006,400,181,0,0,0,0,0,0,0,6137,2020-10-07 14:30
183756434,183781523,device,183756454,8208,609,3902,158,1749769,8275,325,609,298,2064,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:30
183756433,183781523,device,183756454,8208,901,3900,234,2516927,8275,381,901,596,1533,5,0,10123,8858,2790,2794,2,2794,2801,7140,22376,1241,2795,7889,2020-10-07 14:30
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,20999,0,32826,2,6024,32437,25719,30444,9284,32446,29200,0,9152,5,11,0,17908,2020-10-07 14:30
183756435,183781523,device,183756454,8208,590,3900,152,1667735,8275,336,590,292,2037,0,26,1998,2042,360,181,0,0,0,0,0,0,0,6137,2020-10-07 14:30
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,9053,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:29
183781523,183781523,device,183756454,2080,3979,3903,-1018,8614064,8199,543,2446,3811,3050,6,3,42517,77,13690,114,64270,14671,45457,0,4096,26195,36864,0,2020-10-07 14:29
183756430,183781523,device,183756454,8208,1004,3903,253,1779381,8275,389,1004,668,1481,5,0,7512,6573,2698,2702,2,2702,2699,7043,21559,1257,2700,8449,2020-10-07 14:29
183756414,183781523,device,183756454,768,0,3905,0,1036415,8199,170,0,3004,13325,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18884,2020-10-07 14:29
183756431,183781523,device,183756454,8208,880,3905,216,2028061,8275,342,880,610,1380,0,8,135,330,33472,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:29
183756434,183781523,device,183756454,8208,788,3910,192,1749759,8275,326,788,368,2046,0,4270,211,50,65,0,17920,128,1000,4202,4,2902,2472,3456,2020-10-07 14:29
183756433,183781523,device,183756454,8208,1127,3906,274,2516912,8275,385,1127,718,1495,5,0,10123,8858,2710,2714,2,2714,2721,7159,21739,1263,2711,9043,2020-10-07 14:29
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,14266,0,32826,2,6024,32437,25719,30444,9284,32446,6944,1,9152,5,11,0,17908,2020-10-07 14:29
183756435,183781523,device,183756454,8208,878,3917,220,1667726,8275,337,878,412,2092,0,0,259,0,1918,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:29
183756454,183781523,device,183756454,8192,0,0,0,0,1,413,0,9113,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:28
183781523,183781523,device,183756454,2080,4038,3905,-1033,8613997,8199,545,2439,3867,3122,6,3,42517,77,13636,114,64270,29007,38545,0,4096,26195,36864,0,2020-10-07 14:28
183756430,183781523,device,183756454,8208,998,3904,255,1779363,8275,386,998,660,1508,5,0,7512,6573,2738,2738,1,2738,2722,7047,21858,1246,2737,8524,2020-10-07 14:28
183756414,183781523,device,183756454,768,0,3904,0,1036415,0,170,0,3004,12301,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18883,2020-10-07 14:28
183756431,183781523,device,183756454,8208,859,3905,221,2028046,8275,339,859,597,1445,0,8,135,330,33472,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:28
183756434,183781523,device,183756454,8208,678,3906,176,1749747,8275,323,678,333,2066,0,4265,189,50,63,0,17920,125,1000,4202,4,2902,2472,3456,2020-10-07 14:28
183756433,183781523,device,183756454,8208,1005,3905,260,2516895,8275,383,1005,659,1542,5,0,10123,8858,2806,2806,1,2806,2812,7147,22516,1238,2806,8767,2020-10-07 14:28
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,26389,0,32826,2,6024,32437,25719,30444,9284,32446,38240,0,9152,5,11,0,17908,2020-10-07 14:28
183756435,183781523,device,183756454,8208,647,3904,168,1667714,8275,335,647,317,2071,0,4312,830,46,40,0,17920,130,1000,5446,4,0,0,3456,2020-10-07 14:28
183756454,183781523,device,183756454,8192,0,0,0,0,1,407,0,9173,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:27
183781523,183781523,device,183756454,2080,5154,3917,-1315,8613929,8199,549,2452,4945,4170,6,3,42517,77,13581,114,64270,29519,25233,0,4096,26195,36864,0,2020-10-07 14:27
183756430,183781523,device,183756454,8208,1267,3915,325,1779346,8275,391,1267,830,1532,5,0,8154,6116,2787,2783,0,2783,2781,7173,22334,1248,2785,10951,2020-10-07 14:27
183756414,183781523,device,183756454,768,0,3916,0,1036415,0,170,0,3004,13325,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18883,2020-10-07 14:27
183756431,183781523,device,183756454,8208,1098,3916,281,2028031,8275,343,1098,765,1441,0,4544,839,137,97,2962,17920,204,1000,9401,6,0,0,3456,2020-10-07 14:27
183756434,183781523,device,183756454,8208,857,3917,220,1749735,8275,324,857,424,2032,0,25,1966,2002,415,245,0,0,0,0,0,0,0,6137,2020-10-07 14:27
183756433,183781523,device,183756454,8208,1266,3914,324,2516877,8275,387,1266,831,1531,5,0,10123,8858,2786,2786,1,2786,2773,7178,22245,1248,2786,10940,2020-10-07 14:27
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,44332,0,32826,2,6024,32437,25719,30444,9284,32446,1760,0,9152,5,11,0,17908,2020-10-07 14:27
183756435,183781523,device,183756454,8208,839,3915,215,1667702,8275,335,839,420,2007,0,4340,774,46,40,0,17920,128,1000,5446,4,0,0,3456,2020-10-07 14:27
183756454,183781523,device,183756454,8192,0,0,0,0,1,413,0,9233,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:26
183781523,183781523,device,183756454,2080,5881,3925,-1497,8613841,8199,547,2456,5646,4844,6,3,42517,77,13506,114,64270,4687,5265,0,4096,26195,36864,0,2020-10-07 14:26
183756430,183781523,device,183756454,8208,1422,3922,374,1779323,8275,392,1422,953,1542,5,0,8154,6116,2819,2823,2,2823,2826,7146,22547,1242,2824,12792,2020-10-07 14:26
183756414,183781523,device,183756454,768,0,3919,0,1036415,8199,170,0,3004,13325,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18883,2020-10-07 14:26
183756431,183781523,device,183756454,8208,1146,3919,299,2028011,8275,345,1146,821,1429,0,16,1940,2005,756,181,0,0,0,0,0,0,0,6137,2020-10-07 14:26
183756434,183781523,device,183756454,8208,902,3917,225,1749719,8275,328,902,445,1984,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:26
183756433,183781523,device,183756454,8208,1316,3916,332,2516854,8275,388,1316,885,1473,5,0,10123,8858,2694,2694,1,2694,2692,7078,21528,1262,2693,11300,2020-10-07 14:26
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,19564,0,32826,2,6024,32437,25719,30444,9284,32446,45040,0,9152,5,11,0,17908,2020-10-07 14:26
183756435,183781523,device,183756454,8208,984,3920,242,1667686,8275,339,984,470,2017,0,26,1998,2041,551,181,0,0,0,0,0,0,0,6137,2020-10-07 14:26
183781523,183781523,device,183756454,2080,4717,3912,-1205,8613755,8199,545,2452,4523,3748,6,3,42517,77,13433,114,64270,22095,24977,0,4096,26195,36864,0,2020-10-07 14:25
183756454,183781523,device,183756454,8192,0,0,0,0,1,413,0,9294,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:25
183756430,183781523,device,183756454,8208,1161,3911,298,1779301,8275,388,1161,759,1536,5,0,8154,6116,2799,2795,0,2795,2798,7174,22389,1245,2796,10030,2020-10-07 14:25
183756414,183781523,device,183756454,768,0,3911,0,1036415,8199,170,0,3003,13325,0,0,817,0,1811,3827,3874,170,194,0,0,13,58945,18882,2020-10-07 14:25
183756431,183781523,device,183756454,8208,995,3911,254,2027992,8275,340,995,685,1452,0,16,1934,2006,559,181,0,0,0,0,0,0,0,6137,2020-10-07 14:25
183756434,183781523,device,183756454,8208,795,3913,204,1749704,0,326,795,388,2058,0,0,312,0,1808,6283,0,0,0,0,0,0,0,9735,2020-10-07 14:25
183756433,183781523,device,183756454,8208,1150,3910,289,2516832,8275,383,1150,789,1439,5,0,10123,8858,2798,2798,0,2798,2803,7153,22345,1245,2798,10103,2020-10-07 14:25
183769221,183781523,device,183756454,8192,0,0,0,0,0,0,2240,0,32826,2,6024,32437,25719,30444,9284,32446,11040,0,9152,5,11,0,17908,2020-10-07 14:25
183756435,183781523,device,183756454,8208,779,3912,200,1667671,8275,338,779,379,2069,0,26,1997,2041,394,181,0,0,0,0,0,0,0,6137,2020-10-07 14:25
183756454,183781523,device,183756454,8192,0,0,0,0,1,413,0,9353,3,19795,21057,11604,19786,77,0,1,0,0,0,0,0,0,0,2020-10-07 14:24
183781523,183781523,device,183756454,2080,4844,3914,-1237,8613679,8199,544,2451,4646,3871,6,3,42517,77,13370,114,64270,20559,17041,0,4096,26195,36864,0,2020-10-07 14:24
183756430,183781523,device,183756454,8208,1190,3912,305,1779282,8275,389,1190,775,1540,5,0,8154,6116,2803,2807,2,2807,2786,7074,22404,1234,2806,10294,2020-10-07 14:24
